CustomerID,Age,Income,Location,EmploymentStatus,LoanAmount,TenureMonths,InterestRate,LoanType,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target,Age_Risk_Group,Payment_Faults,Loan_to_Income_Ratio,Monthly_DTI,Total_Interest_Payable,Customer_Friction_Index,Is_Education_Loan,Borrower_Persona
CUST0350,62,221172,Rural,Student,988467,8,10.79,Business,3,108,1,9,0.48,21.08,0.72,7,1,1,Low_Risk_Senior,4,4.469223048125441,6.703834572188161,71103.72619999999,0.52,0,Cooperative Adult (Struggling Help Route)
CUST0351,22,735843,Rural,Self-Employed,231196,16,7.5,Auto,1,34,2,2,-0.11,18.26,0.23,31,1,1,High_Risk_Youth,3,0.3141920219394626,0.23564401645459698,23119.6,1.11,0,Cooperative Youth (Struggling Help Route)
CUST0352,46,1196121,Rural,Unemployed,365014,58,7.94,Home,2,133,2,6,-0.86,49.46,0.17,32,2,1,Standard_Adult,4,0.3051647784797692,0.06313754037512466,140080.20606666667,3.7199999999999998,0,Tough Adult (Strict Talk Route)
CUST0353,37,1826140,Suburban,Unemployed,499763,51,9.49,Auto,1,18,0,3,-0.66,13.85,0.83,7,0,0,Standard_Adult,1,0.2736717885813793,0.06439336201914807,201566.911975,0.0,0,Reliable Payer (Premium Service Route)
CUST0354,60,781780,Urban,Self-Employed,638398,35,12.97,Education,4,7,2,7,0.58,39.33,0.36,45,1,1,Low_Risk_Senior,6,0.8165954616388242,0.2799755868475969,241500.64341666666,0.42000000000000004,1,Cooperative Adult (Struggling Help Route)
CUST0355,53,908362,Suburban,Unemployed,234626,45,10.81,Personal,1,9,3,8,0.3,71.03,0.46,13,0,0,Low_Risk_Senior,4,0.25829570149345743,0.06887885373158867,95111.51475,0.0,0,General Profile
CUST0356,29,713319,Urban,Self-Employed,726296,23,11.92,Education,0,165,0,6,0.14,31.42,0.03,33,1,1,High_Risk_Youth,0,1.018192421623425,0.5312308286730913,165934.42613333336,0.86,1,General Profile
CUST0357,63,980298,Urban,Unemployed,429039,56,14.87,Auto,3,28,1,7,-0.66,46.39,0.39,7,0,0,Low_Risk_Senior,4,0.43766181304052443,0.09378467422296952,297724.4634,0.0,0,General Profile
CUST0358,59,1076031,Urban,Student,578714,53,13.03,Education,1,14,3,7,0.68,69.81,0.77,41,0,0,Low_Risk_Senior,4,0.5378227950681719,0.12177119888335966,333045.0843833334,0.0,1,General Profile
CUST0359,49,1470896,Suburban,Salaried,794199,7,10.19,Personal,3,86,1,1,0.92,10.34,0.82,6,1,0,Standard_Adult,4,0.5399423208710881,0.9256154072075795,47208.512225,0.07999999999999996,0,General Profile
CUST0360,62,1666554,Urban,Salaried,864038,37,10.29,Business,0,22,0,8,-0.92,30.43,0.7,12,0,0,Low_Risk_Senior,0,0.518457847750508,0.1681484911623269,274137.65645,0.0,0,Reliable Payer (Premium Service Route)
CUST0361,46,1259622,Suburban,Student,491048,13,11.76,Auto,2,45,2,5,-0.84,61.29,0.69,20,0,1,Standard_Adult,4,0.3898375861964939,0.35985007956599435,62559.515199999994,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0362,55,428071,Rural,Student,602439,27,12.16,Education,2,27,0,3,0.77,67.16,0.51,46,1,1,Low_Risk_Senior,2,1.40733429734787,0.6254819099323865,164827.3104,0.22999999999999998,1,Cooperative Adult (Struggling Help Route)
CUST0363,45,578165,Rural,Self-Employed,323452,11,10.76,Auto,1,25,2,4,0.63,43.49,0.54,31,1,0,Standard_Adult,3,0.5594458329369644,0.6103045450221429,31903.14893333333,0.37,0,General Profile
CUST0364,44,908662,Urban,Self-Employed,290853,17,11.98,Business,3,9,2,9,0.24,10.75,0.74,10,0,1,Standard_Adult,5,0.3200893181402986,0.2259454010402108,49362.601650000004,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0365,33,616366,Suburban,Self-Employed,828883,52,6.7,Education,3,174,1,4,0.89,64.96,0.25,13,0,0,Standard_Adult,4,1.344790270715776,0.3103362163190252,240652.36433333333,0.0,1,General Profile
CUST0366,27,1515573,Rural,Unemployed,226743,45,10.15,Education,1,3,0,6,0.29,12.97,0.23,10,2,1,High_Risk_Youth,1,0.14960876183463284,0.03989566982256876,86304.054375,1.42,1,General Profile
CUST0367,56,1212117,Suburban,Self-Employed,140306,41,8.87,Auto,1,54,1,8,-0.57,25.73,0.95,1,0,0,Low_Risk_Senior,2,0.11575285224116154,0.03387888358277898,42520.90251666666,0.0,0,General Profile
CUST0368,40,845188,Suburban,Student,799468,20,7.6,Auto,3,65,0,6,0.46,27.35,0.03,33,0,1,Standard_Adult,3,0.9459055263444346,0.5675433158066608,101265.94666666667,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0369,21,1731191,Urban,Salaried,943416,33,7.35,Personal,1,66,1,8,0.29,32.48,0.14,43,1,1,High_Risk_Youth,2,0.544952001252317,0.19816436409175167,190687.959,0.71,0,Cooperative Youth (Struggling Help Route)
CUST0370,28,615008,Rural,Unemployed,576492,57,11.63,Business,0,134,4,3,0.97,57.0,0.57,46,3,1,High_Risk_Youth,4,0.9373731723814974,0.1973417205013679,318468.59310000006,0.09000000000000008,0,Cooperative Youth (Struggling Help Route)
CUST0371,36,1831993,Urban,Self-Employed,142769,54,10.95,Personal,1,54,1,9,-0.57,57.85,0.74,16,0,0,Standard_Adult,2,0.07793097462708645,0.017317994361574766,70349.42474999999,0.0,0,General Profile
CUST0372,34,1454126,Urban,Unemployed,137265,50,8.66,Education,3,30,1,9,0.2,51.96,0.54,13,1,1,Standard_Adult,4,0.09439690920869305,0.022655258210086335,49529.7875,0.8,1,Cooperative Adult (Struggling Help Route)
CUST0373,32,444883,Rural,Unemployed,867563,23,10.5,Auto,4,73,0,3,0.56,2.08,0.36,24,0,1,Standard_Adult,4,1.9500924962293458,1.0174395632500932,174597.05375,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0374,43,1886994,Rural,Self-Employed,102428,7,10.68,Education,2,18,1,5,-0.32,40.89,0.98,47,0,0,Standard_Adult,3,0.0542810416991257,0.09305321434135835,6381.264399999999,0.0,1,General Profile
CUST0375,35,1709090,Suburban,Unemployed,608158,18,8.16,Education,0,155,2,7,-0.24,53.95,0.7,26,0,1,Standard_Adult,2,0.3558373169347431,0.23722487795649538,74438.5392,0.0,1,Cooperative Adult (Struggling Help Route)
CUST0376,48,1149491,Rural,Salaried,677835,50,12.04,Home,2,80,2,8,0.78,32.29,0.83,7,0,0,Standard_Adult,4,0.5896827378378778,0.14152385708109066,340047.22500000003,0.0,0,General Profile
CUST0377,54,871210,Suburban,Student,810278,59,13.14,Home,1,155,0,0,-0.19,68.06,0.04,16,0,0,Low_Risk_Senior,1,0.9300604905820641,0.18916484554211474,523480.1019000001,0.0,0,Reliable Payer (Premium Service Route)
CUST0378,22,1129616,Suburban,Student,99067,20,13.23,Education,3,146,1,0,0.25,59.4,0.24,4,0,1,High_Risk_Youth,4,0.08769971388507244,0.05261982833104347,21844.2735,0.0,1,Cooperative Youth (Struggling Help Route)
CUST0379,52,1370365,Suburban,Salaried,812371,25,11.62,Auto,2,86,0,7,0.78,46.13,0.37,11,0,0,Low_Risk_Senior,2,0.592813593458677,0.284550524860165,196661.47958333336,0.0,0,General Profile
CUST0380,43,879418,Rural,Unemployed,162217,34,10.85,Education,2,19,3,6,-0.58,4.96,0.18,37,0,0,Standard_Adult,5,0.18445949480224422,0.06510335110667444,49868.20941666667,0.0,1,General Profile
CUST0381,42,900780,Urban,Self-Employed,989111,47,7.02,Home,2,12,1,8,0.96,47.14,0.07,17,1,0,Standard_Adult,3,1.0980605697284576,0.280355890143436,271956.06945,0.040000000000000036,0,General Profile
CUST0382,45,1811754,Suburban,Unemployed,468184,34,8.95,Auto,0,76,1,2,0.4,65.68,0.23,25,2,1,Standard_Adult,1,0.2584147737496371,0.0912052142645778,118723.65933333334,1.2,0,General Profile
CUST0383,42,1314593,Urban,Salaried,673222,8,7.29,Education,3,42,1,9,-0.01,27.63,0.53,30,1,0,Standard_Adult,4,0.5121143958624457,0.7681715937936684,32718.589200000002,1.01,1,General Profile
CUST0384,42,1426952,Urban,Unemployed,192980,24,14.69,Business,2,138,0,4,-0.14,60.43,0.7,36,0,0,Standard_Adult,2,0.13523930727873118,0.06761965363936558,56697.524,0.0,0,General Profile
CUST0385,62,1936857,Rural,Student,993927,8,7.65,Business,0,175,1,2,0.91,22.89,0.77,5,1,0,Low_Risk_Senior,1,0.5131648851722146,0.7697473277583219,50690.277,0.08999999999999997,0,Reliable Payer (Premium Service Route)
CUST0386,26,699137,Urban,Unemployed,552367,59,7.79,Education,2,142,0,4,-0.59,41.26,0.04,40,0,1,High_Risk_Youth,2,0.7900697574295167,0.16069215405346104,211561.16405833332,0.0,1,Cooperative Youth (Struggling Help Route)
CUST0387,35,856884,Urban,Salaried,386851,19,14.06,Auto,2,144,1,9,-0.38,46.86,0.43,14,0,1,Standard_Adult,3,0.4514625083441866,0.28513421579632836,86119.48011666666,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0388,63,824712,Rural,Student,259329,45,14.52,Education,2,49,0,0,-0.38,48.98,0.12,41,1,1,Low_Risk_Senior,2,0.31444795273986553,0.08385278739729748,141204.6405,1.38,1,Cooperative Adult (Struggling Help Route)
CUST0389,57,893264,Suburban,Unemployed,307354,9,13.01,Education,2,27,1,3,-0.42,63.6,0.43,48,0,0,Low_Risk_Senior,3,0.344079689766967,0.4587729196892893,29990.066549999996,0.0,1,General Profile
CUST0390,53,1041344,Urban,Unemployed,573406,57,6.55,Home,3,3,1,5,-0.06,17.28,0.43,25,2,1,Low_Risk_Senior,4,0.5506403263474894,0.11592427923105039,178400.94175,2.12,0,Tough Adult (Strict Talk Route)
CUST0391,28,1806872,Rural,Student,111215,16,6.51,Business,1,21,1,1,0.98,19.26,0.5,11,1,0,High_Risk_Youth,2,0.06155112260303995,0.04616334195227997,9653.461999999998,0.020000000000000018,0,General Profile
CUST0392,64,1641852,Urban,Self-Employed,761195,36,9.71,Home,2,118,1,6,0.78,50.84,0.89,40,1,0,Low_Risk_Senior,3,0.4636197416088661,0.15453991386962201,221736.10350000003,0.21999999999999997,0,General Profile
CUST0393,64,1978602,Urban,Student,361573,48,7.72,Home,2,100,3,7,-0.34,13.17,0.81,46,0,0,Low_Risk_Senior,5,0.18274165294485703,0.04568541323621426,111653.74239999999,0.0,0,General Profile
CUST0394,25,807847,Suburban,Self-Employed,918584,37,6.66,Education,3,38,0,0,-0.15,33.7,0.64,13,1,1,High_Risk_Youth,3,1.1370766989293766,0.3687816320852032,188631.22440000004,1.15,1,Cooperative Youth (Struggling Help Route)
CUST0395,59,1303913,Urban,Salaried,682336,32,10.44,Home,2,33,1,3,0.34,1.93,0.89,0,0,0,Low_Risk_Senior,3,0.5232987170156291,0.1962370188808609,189962.3424,0.0,0,General Profile
CUST0396,24,1097048,Rural,Salaried,219530,35,14.52,Business,4,96,3,3,-0.97,10.58,0.68,16,1,1,High_Risk_Youth,7,0.2001097490720552,0.06860905682470464,92970.95499999999,1.97,0,Tough Youth (Strict Talk Route)
CUST0397,26,1524070,Urban,Student,227241,48,9.25,Home,2,43,3,4,0.64,49.04,0.82,32,1,0,High_Risk_Youth,5,0.14910141922615103,0.03727535480653776,84079.17,0.36,0,General Profile
CUST0398,52,1272930,Suburban,Student,188731,7,12.12,Business,1,169,0,3,0.76,53.94,0.56,28,0,0,Low_Risk_Senior,1,0.14826502635651606,0.2541686166111704,13343.2817,0.0,0,Reliable Payer (Premium Service Route)
CUST0399,50,1293762,Suburban,Salaried,503830,54,12.04,Home,1,39,1,8,0.71,8.75,0.53,44,1,0,Low_Risk_Senior,2,0.3894302043188778,0.08654004540419506,272975.094,0.29000000000000004,0,General Profile
CUST0400,55,752433,Rural,Self-Employed,814265,14,8.63,Business,0,96,2,6,-0.25,16.78,0.72,30,0,0,Low_Risk_Senior,2,1.0821760874390145,0.9275795035191553,81982.91441666667,0.0,0,General Profile
CUST0401,60,627236,Suburban,Salaried,389384,33,12.03,Home,2,139,1,1,-0.08,7.57,0.02,7,0,1,Low_Risk_Senior,3,0.6207934493555854,0.22574307249294018,128817.96179999999,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0402,36,1858987,Urban,Student,476009,36,8.3,Home,4,129,0,0,-0.98,31.49,0.69,29,1,1,Standard_Adult,4,0.25605827259684977,0.08535275753228326,118526.24100000001,1.98,0,Tough Adult (Strict Talk Route)
CUST0403,33,1748459,Suburban,Salaried,163688,39,7.54,Auto,1,155,0,8,-0.2,9.52,0.93,12,0,0,Standard_Adult,1,0.093618437721445,0.028805673145060003,40111.744399999996,0.0,0,Reliable Payer (Premium Service Route)
CUST0404,62,1979122,Rural,Student,358617,20,12.46,Business,0,73,0,0,-0.08,31.77,0.71,15,0,1,Low_Risk_Senior,0,0.18120004729369893,0.10872002837621934,74472.797,0.0,0,General Profile
CUST0405,50,940829,Suburban,Student,933194,53,7.46,Business,2,85,1,5,0.81,52.85,0.04,1,0,0,Low_Risk_Senior,3,0.9918848164756826,0.22457769429638094,307471.86976666667,0.0,0,General Profile
CUST0406,39,1793445,Suburban,Salaried,794748,30,14.97,Business,0,89,1,1,0.79,49.36,0.38,44,0,0,Standard_Adult,1,0.4431404364226391,0.17725617456905562,297434.439,0.0,0,Reliable Payer (Premium Service Route)
CUST0407,37,1861793,Suburban,Self-Employed,540834,41,8.06,Personal,0,66,1,3,0.93,20.55,0.81,17,2,1,Standard_Adult,1,0.2904909407221963,0.0850217387479599,148936.6697,0.1399999999999999,0,General Profile
CUST0408,39,485195,Rural,Unemployed,943388,13,11.55,Home,3,75,0,5,0.77,48.67,0.96,34,0,0,Standard_Adult,3,1.9443481486824885,1.7947829064761431,118041.42349999999,0.0,0,General Profile
CUST0409,48,775762,Suburban,Salaried,430596,14,10.0,Business,2,91,0,4,-0.98,66.83,0.37,44,1,1,Standard_Adult,2,0.5550619906620845,0.475767420567501,50236.20000000001,1.98,0,Tough Adult (Strict Talk Route)
CUST0410,46,816036,Suburban,Unemployed,761111,42,7.57,Personal,3,9,1,5,0.28,25.35,0.84,18,0,0,Standard_Adult,4,0.9326929204103741,0.2664836915458212,201656.35945000002,0.0,0,General Profile
CUST0411,57,1374571,Urban,Salaried,962743,53,6.74,Auto,1,85,2,2,-0.86,24.03,0.86,12,2,1,Low_Risk_Senior,3,0.7003952505909117,0.15858005673756492,286592.54538333334,3.7199999999999998,0,Tough Adult (Strict Talk Route)
CUST0412,46,1494266,Rural,Unemployed,784275,50,11.79,Business,1,101,1,4,-0.45,41.36,0.12,3,0,1,Standard_Adult,2,0.5248563508772869,0.12596552421054885,385275.09375,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0413,43,1580346,Suburban,Self-Employed,319150,44,13.36,Business,2,107,3,1,0.16,18.05,0.85,18,0,1,Standard_Adult,5,0.20194944651361157,0.055077121776439524,156340.94666666666,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0414,29,993392,Rural,Self-Employed,299243,37,13.66,Personal,4,164,1,6,0.4,47.09,0.32,49,0,0,High_Risk_Youth,5,0.3012335513070369,0.09769736799147141,126036.16421666669,0.0,0,General Profile
CUST0415,32,628988,Suburban,Salaried,648506,57,10.6,Home,3,90,0,2,0.31,60.01,0.59,24,1,1,Standard_Adult,3,1.031030798679784,0.21705911551153348,326522.771,0.69,0,Cooperative Adult (Struggling Help Route)
CUST0416,21,380553,Suburban,Student,246416,22,13.11,Auto,1,78,0,0,-0.9,33.34,0.54,37,1,1,High_Risk_Youth,1,0.6475208446655262,0.35319318799937793,59226.08559999999,1.9,0,General Profile
CUST0417,21,760696,Suburban,Unemployed,606718,40,12.22,Business,4,85,0,7,-0.79,49.08,0.66,30,0,0,High_Risk_Youth,4,0.797582740017037,0.2392748220051111,247136.46533333333,0.0,0,General Profile
CUST0418,54,1080438,Urban,Student,73091,42,12.66,Home,1,106,0,7,-0.74,47.11,0.74,35,0,0,Low_Risk_Senior,1,0.06764941625525944,0.01932840464435984,32386.622099999997,0.0,0,Reliable Payer (Premium Service Route)
CUST0419,52,1508144,Urban,Student,831413,24,10.69,Auto,3,167,1,2,-0.82,3.26,0.44,3,1,1,Low_Risk_Senior,4,0.5512822383008519,0.27564111915042594,177756.09939999998,1.8199999999999998,0,Tough Adult (Strict Talk Route)
CUST0420,45,519278,Urban,Student,598277,49,11.88,Education,1,100,3,6,-0.64,13.61,0.89,38,0,1,Standard_Adult,4,1.1521323838098283,0.2821548695044478,290224.1727,0.0,1,Cooperative Adult (Struggling Help Route)
CUST0421,60,1400139,Rural,Self-Employed,125451,34,13.35,Education,1,107,0,8,0.38,64.39,0.81,6,0,0,Low_Risk_Senior,1,0.08959896124599058,0.03162316279270255,47451.84075,0.0,1,Reliable Payer (Premium Service Route)
CUST0422,21,1905277,Rural,Salaried,68990,12,9.88,Auto,2,59,1,7,0.66,67.63,0.79,15,1,1,High_Risk_Youth,3,0.03620995792212891,0.03620995792212891,6816.212,0.33999999999999997,0,Cooperative Youth (Struggling Help Route)
CUST0423,36,899983,Urban,Salaried,402414,33,13.35,Personal,3,47,0,2,-0.18,56.3,0.46,47,0,0,Standard_Adult,3,0.44713511255212596,0.16259458638259128,147736.23975,0.0,0,General Profile
CUST0424,59,1863191,Rural,Self-Employed,916792,14,11.53,Auto,1,116,0,1,0.39,66.37,0.04,4,0,0,Low_Risk_Senior,1,0.4920547598179682,0.4217612227011156,123323.80386666667,0.0,0,Reliable Payer (Premium Service Route)
CUST0425,25,593554,Suburban,Self-Employed,300541,33,7.91,Auto,3,105,0,9,-0.6,22.39,0.49,46,0,0,High_Risk_Youth,3,0.5063414617709593,0.18412416791671246,65375.181025000005,0.0,0,General Profile
CUST0426,42,1451079,Suburban,Salaried,872513,11,6.71,Personal,2,146,1,6,0.95,18.21,0.9,22,1,0,Standard_Adult,3,0.6012856639783224,0.6559479970672607,53666.82044166666,0.050000000000000044,0,General Profile
CUST0427,49,1391902,Suburban,Student,716393,34,9.58,Personal,2,32,1,6,-0.3,27.98,0.19,35,2,1,Standard_Adult,3,0.5146863787824143,0.1816540160408521,194452.93996666666,2.6,0,Tough Adult (Strict Talk Route)
CUST0428,23,1955796,Urban,Unemployed,420416,22,11.15,Home,2,43,1,8,0.69,4.46,0.98,31,0,0,High_Risk_Youth,3,0.21495902435632347,0.11725037692163097,85940.03733333333,0.0,0,General Profile
CUST0429,32,1259920,Rural,Unemployed,852673,21,13.64,Home,0,164,0,4,0.89,58.41,0.81,23,0,1,Standard_Adult,0,0.6767675725442885,0.3867243271681649,203533.0451,0.0,0,General Profile
CUST0430,46,594966,Urban,Unemployed,174932,28,7.58,Personal,5,111,0,3,0.73,70.87,0.71,24,0,0,Standard_Adult,5,0.2940201624966805,0.12600864107000592,30939.639733333337,0.0,0,General Profile
CUST0431,36,1840821,Rural,Student,318083,36,13.3,Education,2,88,3,7,-0.87,59.42,0.68,44,0,0,Standard_Adult,5,0.17279409567796108,0.057598031892653695,126915.11700000001,0.0,1,General Profile
CUST0432,57,305423,Suburban,Salaried,163000,8,13.84,Education,2,35,1,3,0.3,40.18,0.59,27,2,1,Low_Risk_Senior,3,0.5336860681743025,0.8005291022614538,15039.466666666667,1.4,1,Cooperative Adult (Struggling Help Route)
CUST0433,42,520197,Urban,Self-Employed,752922,26,7.78,Auto,0,80,1,3,-0.76,21.61,0.72,18,0,0,Standard_Adult,1,1.4473785892652207,0.6680208873531788,126917.5518,0.0,0,Reliable Payer (Premium Service Route)
CUST0434,49,664071,Rural,Salaried,609351,31,13.74,Business,4,87,1,1,-0.99,14.64,0.42,6,0,1,Standard_Adult,5,0.9175991723776524,0.355199679630059,216289.13745,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0435,34,871256,Rural,Student,543216,41,14.93,Auto,1,148,1,0,-0.9,26.53,0.85,43,0,0,Standard_Adult,2,0.6234860936395273,0.18248373472376408,277099.0084,0.0,0,General Profile
CUST0436,48,386833,Suburban,Self-Employed,782081,47,12.68,Auto,1,129,1,3,0.83,48.19,0.7,40,1,1,Standard_Adult,2,2.0217535732473704,0.5161924016801797,388407.49396666663,0.17000000000000004,0,Cooperative Adult (Struggling Help Route)
CUST0437,25,917912,Urban,Student,732405,42,13.17,Business,5,30,0,6,0.82,32.46,0.77,16,0,1,High_Risk_Youth,5,0.7979032848464777,0.2279723670989936,337602.08475000004,0.0,0,Cooperative Youth (Struggling Help Route)
CUST0438,50,975435,Urban,Unemployed,559850,58,14.95,Personal,0,107,2,8,-0.55,67.29,0.79,1,0,0,Low_Risk_Senior,2,0.5739490586251262,0.11874808109485371,404538.2791666666,0.0,0,General Profile
CUST0439,25,277454,Urban,Unemployed,487985,27,11.65,Education,2,29,1,8,0.09,61.58,0.09,15,2,1,High_Risk_Youth,3,1.7587960526790027,0.7816871345240011,127913.068125,1.82,1,Tough Youth (Strict Talk Route)
CUST0440,32,1506170,Suburban,Student,883550,47,9.12,Auto,1,171,3,9,0.91,7.82,0.06,38,1,1,Standard_Adult,4,0.586620368218727,0.14977541316222814,315604.05999999994,0.08999999999999997,0,Cooperative Adult (Struggling Help Route)
CUST0441,36,1760473,Urban,Self-Employed,134703,17,13.62,Business,3,11,0,0,-0.01,9.9,0.8,17,0,0,Standard_Adult,3,0.07651523198594923,0.05401075199008181,25990.94385,0.0,0,General Profile
CUST0442,46,1601320,Suburban,Self-Employed,545164,47,11.72,Home,2,50,1,4,-0.21,48.85,0.26,38,0,0,Standard_Adult,3,0.3404466315289886,0.08692254422016729,250248.44813333335,0.0,0,General Profile
CUST0443,46,1109164,Suburban,Salaried,464841,18,11.44,Auto,5,120,3,6,-0.03,17.0,0.58,0,0,0,Standard_Adult,8,0.4190913156214951,0.2793942104143301,79766.7156,0.0,0,General Profile
CUST0444,41,1764718,Suburban,Unemployed,810084,16,8.66,Education,3,176,0,6,0.58,57.06,0.44,2,1,1,Standard_Adult,3,0.4590444478947911,0.34428333592109334,93537.69919999999,0.42000000000000004,1,Cooperative Adult (Struggling Help Route)
CUST0445,59,1145439,Rural,Salaried,702845,59,12.93,Personal,2,151,0,9,-0.05,42.78,0.02,20,0,0,Low_Risk_Senior,2,0.6136031687414171,0.12480064448977975,446816.13762500003,0.0,0,General Profile
CUST0446,56,237641,Urban,Salaried,339220,21,7.19,Auto,2,151,1,5,0.57,16.93,0.04,29,0,0,Low_Risk_Senior,3,1.4274472839282784,0.8156841622447305,42682.3565,0.0,0,General Profile
CUST0447,53,1802575,Urban,Student,303317,13,14.36,Auto,1,138,0,9,-0.14,34.73,0.83,10,0,0,Low_Risk_Senior,1,0.1682687266826623,0.15532497847630364,47186.014633333325,0.0,0,Reliable Payer (Premium Service Route)
CUST0448,50,1617616,Suburban,Student,245877,45,9.27,Business,0,12,2,3,-0.5,29.53,0.61,21,1,1,Low_Risk_Senior,2,0.1519996093015895,0.04053322914709053,85472.99212499999,1.5,0,Cooperative Adult (Struggling Help Route)
CUST0449,57,1916118,Suburban,Salaried,881037,45,7.59,Home,1,90,3,2,-0.35,62.93,0.52,46,0,0,Low_Risk_Senior,4,0.4598031018966473,0.1226141605057726,250765.15612499998,0.0,0,General Profile
CUST0450,43,812121,Urban,Unemployed,396709,50,10.26,Home,3,73,0,8,-0.84,2.8,0.94,24,0,1,Standard_Adult,3,0.48848509027595644,0.11723642166622954,169593.0975,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0451,30,518420,Suburban,Student,531725,7,6.86,Personal,1,19,1,9,-0.01,64.55,0.17,2,0,0,Standard_Adult,2,1.025664519115775,1.7582820327699,21277.862083333337,0.0,0,General Profile
CUST0452,25,481685,Urban,Salaried,875553,35,12.32,Education,1,71,0,3,-0.7,47.12,0.26,29,0,1,High_Risk_Youth,1,1.817687908072703,0.6232072827677839,314615.37799999997,0.0,1,General Profile
CUST0453,56,1724102,Rural,Salaried,867865,35,14.17,Personal,0,72,1,7,0.62,53.23,0.76,23,0,1,Low_Risk_Senior,1,0.5033721902764453,0.17258475095192416,358681.37229166663,0.0,0,General Profile
CUST0454,54,1293389,Suburban,Salaried,617597,17,13.62,Auto,2,70,1,0,-0.16,0.69,0.78,44,1,1,Low_Risk_Senior,3,0.47750290129265055,0.3370608715006945,119165.34115,1.16,0,Cooperative Adult (Struggling Help Route)
CUST0455,51,1941134,Urban,Salaried,903900,15,7.58,Auto,3,77,3,6,0.53,45.42,0.4,35,0,0,Low_Risk_Senior,6,0.46565564252648195,0.3725245140211856,85644.52500000001,0.0,0,General Profile
CUST0456,30,864180,Suburban,Salaried,487470,49,7.57,Home,4,27,2,5,0.91,42.58,0.95,22,0,0,Standard_Adult,6,0.5640838714156773,0.13814298891812504,150681.03924999997,0.0,0,General Profile
CUST0457,39,486214,Urban,Salaried,903725,16,13.41,Education,2,129,1,0,0.7,38.91,0.94,7,0,0,Standard_Adult,3,1.8586980218586877,1.3940235163940158,161586.02999999997,0.0,1,General Profile
CUST0458,52,1128626,Urban,Student,408402,20,14.36,Business,3,120,0,3,0.9,56.69,0.01,3,0,1,Low_Risk_Senior,3,0.3618576924508207,0.2171146154704924,97744.21200000001,0.0,0,Cooperative Adult (Struggling Help Route)
CUST0459,21,542703,Suburban,Unemployed,874837,21,10.42,Education,3,42,0,4,0.14,40.24,0.17,49,2,1,High_Risk_Youth,3,1.6119995651396803,0.921142608651246,159526.52695,1.72,1,Tough Youth (Strict Talk Route)
CUST0460,25,404615,Rural,Salaried,617815,22,10.74,Auto,2,7,0,7,-0.67,61.78,0.82,38,0,0,High_Risk_Youth,2,1.5269206529664001,0.8328658107089456,121647.77349999998,0.0,0,General Profile
CUST0461,24,1725233,Urban,Self-Employed,913659,31,9.21,Business,3,12,0,3,0.87,17.13,0.34,42,0,1,High_Risk_Youth,3,0.5295858588376179,0.20500097761456176,217382.31757500005,0.0,0,Cooperative Youth (Struggling Help Route)
CUST0462,36,1814650,Urban,Student,967996,7,14.1,Education,0,110,0,2,0.74,58.13,0.1,30,0,0,Standard_Adult,0,0.5334339955363293,0.9144582780622789,79617.671,0.0,1,Reliable Payer (Premium Service Route)
CUST0463,44,1998870,Urban,Student,798778,55,11.98,Education,2,34,0,1,0.73,13.32,0.78,28,0,0,Standard_Adult,2,0.3996147823520289,0.08718867978589721,438595.6868333333,0.0,1,General Profile
CUST0464,36,599953,Rural,Salaried,189883,17,8.95,Business,2,22,1,3,0.39,58.64,0.45,35,1,0,Standard_Adult,3,0.3164964588892797,0.22340926509831505,24075.58204166667,0.61,0,General Profile
CUST0465,22,1171741,Rural,Student,667632,56,9.04,Auto,4,45,1,9,0.25,67.74,0.49,12,0,1,High_Risk_Youth,5,0.5697777921912778,0.12209524118384524,281651.6864,0.0,0,Cooperative Youth (Struggling Help Route)
CUST0466,48,1038003,Suburban,Salaried,205344,31,14.08,Education,2,14,3,3,-0.97,24.5,0.19,40,3,1,Standard_Adult,5,0.19782601784387907,0.07657781335892093,74690.45760000001,5.91,1,Tough Adult (Strict Talk Route)
CUST0467,52,1536230,Rural,Unemployed,515226,28,6.62,Business,2,129,0,9,0.5,38.39,0.66,8,0,0,Low_Risk_Senior,2,0.3353833735833827,0.14373573153573543,79585.2428,0.0,0,General Profile
CUST0468,47,481570,Suburban,Unemployed,797852,23,9.24,Auto,2,60,4,4,-0.82,47.57,0.55,20,1,1,Standard_Adult,6,1.6567726394916626,0.8644031162565196,141299.58920000002,1.8199999999999998,0,Tough Adult (Strict Talk Route)
CUST0469,40,1285841,Suburban,Student,621441,37,11.21,Business,2,114,1,6,-0.48,6.18,0.21,2,0,0,Standard_Adult,3,0.4832953685564545,0.15674444385614741,214795.902975,0.0,0,General Profile
